open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1775828700000,601.57,602.6,601.38,602.6,1340916.17,1775829599999,807404011.93790,3748,874673.47,526667992.28310,0
1775829600000,602.36,604.27,602.36,604.27,1852958.23,1775830499999,1117623009.80770,4901,1572634.78,948647878.73160,0
1775830500000,604.27,606.45,604.13,606.43,1918105.35,1775831399999,1161066564.09580,3066,1916120.45,1159866982.02960,0
1775831400000,606.43,607.56,605.86,605.93,2371761.51,1775832299999,1439392571.15200,4514,1701497.12,1032567795.16990,0
1775832300000,606.23,607.35,605.86,607.35,2075694.9,1775833199999,1259356174.22830,5197,1415827.80,859083700.55970,0
1775833200000,607.35,608.64,607.3,607.77,1853322.52,1775834099999,1126939550.99590,4686,998949.98,607341619.07830,0
1775834100000,607.77,608.75,605.94,605.94,2456627.19,1775834999999,1492844855.42390,4921,814954.18,495498964.21480,0
1775835000000,605.95,606.38,603.68,604.31,2074397.33,1775835899999,1255349682.88490,4050,322144.73,195082926.85080,0
1775835900000,604.31,605.11,603.48,603.58,1059044.02,1775836799999,639752110.19990,2798,409875.36,247696458.19520,0
1775836800000,603.58,605.19,603.48,605.05,1084172.81,1775837699999,655270180.88280,3258,1083942.56,655131037.70890,0
1775837700000,605.05,605.59,604.74,605.59,1329464.73,1775838599999,804561077.07600,4505,664519.69,402218534.09810,0
1775838600000,605.59,606.05,605.33,605.33,1197222.94,1775839499999,725157905.95300,4391,683989.11,414359014.78810,0
1775839500000,605.33,606.46,605.2,606.35,1237994.99,1775840399999,750074124.33960,4335,983858.11,596237801.94830,0
1775840400000,606.35,606.47,605.86,605.95,141418.82,1775841299999,85712543.44660,2531,16674.44,10112377.02240,0
1775841300000,605.95,606.61,605.81,606.39,175157.78,1775842199999,106190801.20080,2044,105097.06,63741785.97590,0
1775842200000,606.39,606.64,605.81,606.36,798988.01,1775843099999,484370911.46900,2726,407194.34,246873203.03130,0
1775843100000,606.36,607.76,606.35,607.69,1630730.01,1775843999999,989755471.72470,4582,1630482.70,989605247.49870,0
1775844000000,607.69,607.86,607.17,607.86,848183.79,1775844899999,515239380.96850,3765,267415.97,162490531.86040,0
1775844900000,607.86,608.47,607.34,608.47,811073.25,1775845799999,493209651.37990,3175,639550.86,388978141.93320,0
1775845800000,608.47,608.72,608.34,608.34,139031.25,1775846699999,84590010.34380,2581,36912.73,22459967.50670,0
1775846700000,608.34,609.7,608.29,609.54,1466604.76,1775847599999,893200554.92090,5129,1411983.47,859973698.91940,0
1775847600000,609.54,610.41,609.48,609.96,1163338.95,1775848499999,709616352.14520,4419,796657.17,485928127.93400,0
1775848500000,609.96,609.97,609.06,609.17,1262472.72,1775849399999,769565574.50820,4233,274339.68,167243087.22100,0
1775849400000,609.16,609.19,608.91,608.91,152154.23,1775850299999,92661780.13000,2478,93.42,56898.69790,0
1775850300000,608.91,609.79,608.91,609.65,316647.46,1775851199999,192987158.80160,2554,316331.32,192794622.48850,0
1775851200000,609.79,610.3,609.52,609.92,1357157.4,1775852099999,827869874.05380,4161,559520.73,341326992.60300,0
1775852100000,609.92,610.21,609.53,610.2,874952.91,1775852999999,533721009.90780,3932,285088.72,173922288.02390,0
1775853000000,610.2,610.6,608.48,608.83,1742393.28,1775853899999,1061897954.08110,4116,162683.22,99294764.41900,0
1775853900000,608.83,610.5,608.48,610.47,1316505.5,1775854799999,802375967.43080,4363,1316126.77,802145075.89820,0
1775854800000,610.47,610.55,608.89,608.89,1275705.3,1775855699999,777646834.80310,4722,133208.38,81194367.18920,0
1775855700000,608.89,608.91,608.89,608.89,1919.75,1775856599999,1168917.28550,2464,42.37,25799.37420,0
1775856600000,608.89,608.91,606.99,607.06,1187065.25,1775857499999,722217355.55940,3432,273421.06,166417102.17160,0
1775857500000,607.06,608.04,606.93,608.03,480995.48,1775858399999,292316029.55540,2444,480890.43,292252244.55430,0
1775858400000,608.03,608.28,607.56,607.86,432187.12,1775859299999,262742389.26670,2160,140854.98,85664647.65350,0
1775859300000,607.86,607.89,607.02,607.34,465469.89,1775860199999,282727234.86740,2488,114.92,69805.48300,0
1775860200000,607.35,607.46,606.5,606.94,610192.35,1775861099999,370285313.56330,2944,101531.41,61619759.71670,0
1775861100000,606.94,607.09,606.82,607.06,145018.86,1775861999999,88008489.92660,2579,14887.17,9035889.44010,0
1775862000000,607.07,607.07,606.11,606.28,630139.67,1775862899999,382206930.14870,3547,163.85,99381.65020,0
1775862900000,606.28,606.76,606.01,606.54,445975.01,1775863799999,270433654.77940,2775,367701.47,222994318.86380,0
1775863800000,606.53,606.76,606.13,606.41,526631.91,1775864699999,319310323.34760,2857,359153.11,217762467.74630,0
1775864700000,606.41,606.44,605.82,605.88,291436.91,1775865599999,176626831.72380,3269,99.57,60350.57760,0
1775865600000,605.88,605.92,605.74,605.85,111578.66,1775866499999,67593122.54590,2553,14229.82,8622075.17280,0
1775866500000,605.85,605.92,605.74,605.74,313.64,1775867399999,190006.55910,2186,89.57,54272.22170,0
1775867400000,605.74,605.92,605.22,605.28,711258.52,1775868299999,430701790.14350,2950,172261.81,104324398.31370,0
1775868300000,605.28,605.28,604.96,605.02,284364.01,1775869199999,172062272.92910,2032,91.70,55488.42230,0
1775869200000,605.02,605.32,604.68,605.11,436056.88,1775870099999,263882671.74730,2025,322452.97,195160143.84100,0
1775870100000,605.12,605.32,603.89,604.1,1256694.12,1775870999999,759627081.41740,3251,262.69,158727.81550,0
1775871000000,604.1,604.74,603.89,604.55,550486.77,1775871899999,332727142.17570,3159,472659.48,285693453.26270,0
1775871900000,604.55,605.69,604.27,605.46,829860.2,1775872799999,502236816.37600,4146,774209.59,468540473.72180,0
1775872800000,605.46,605.69,604.91,605.29,825872.12,1775873699999,499906435.55070,3553,383469.64,232114087.28080,0
1775873700000,605.29,606.43,605.25,606.28,890164.32,1775874599999,539373287.80490,4122,889970.03,539255611.84990,0
1775874600000,606.32,606.78,606.28,606.37,292846.94,1775875499999,177637762.13200,2736,292615.88,177497614.56640,0
1775875500000,606.37,606.78,605.91,606.12,613500.43,1775876399999,371885757.32560,2782,607.02,367955.55290,0
1775876400000,606.12,606.9,606.12,606.84,711956.73,1775877299999,431836481.91100,4189,643220.77,390166190.36030,0
1775877300000,606.83,607.6,606.75,607.5,739183.17,1775878199999,448862768.05840,3139,463470.20,281419709.53310,0
1775878200000,607.55,607.99,607.19,607.91,890328.47,1775879099999,540983723.41230,4157,538326.19,327133870.11000,0
1775879100000,607.91,607.99,606.5,606.93,1299939.04,1775879999999,789120866.79380,3381,80062.19,48621872.25310,0
1775880000000,606.93,607.94,606.5,607.0,1258882.21,1775880899999,764629780.76010,4311,717558.54,435915532.55390,0
1775880900000,607.0,607.0,606.0,606.01,903722.91,1775881799999,548031369.14110,3501,14603.30,8850056.12460,0
1775881800000,606.01,606.54,606.01,606.52,597845.65,1775882699999,362482197.51050,3250,597432.82,362231974.36240,0
1775882700000,606.52,606.54,606.52,606.52,451.9,1775883599999,274091.37080,1954,249.14,151113.37560,0
1775883600000,606.52,606.54,605.53,605.53,732753.67,1775884499999,444066688.74380,2948,658.48,399067.52440,0
1775884500000,605.53,606.54,605.23,606.54,691571.27,1775885399999,418941639.59430,3180,468410.70,283832632.97640,0
1775885400000,606.54,607.23,606.53,607.11,1077073.9,1775886299999,653748870.26120,3760,915304.18,555552356.82920,0
1775886300000,607.11,607.14,605.91,605.96,923671.78,1775887199999,560185914.11350,3921,341929.29,207388481.43640,0
1775887200000,605.97,605.97,605.01,605.12,678395.69,1775888099999,410748155.40890,3915,8410.42,5090360.27840,0
1775888100000,605.12,605.46,604.81,605.3,623947.07,1775888999999,377578748.04100,3913,298465.85,180651317.69660,0
1775889000000,605.3,605.65,605.01,605.65,348840.98,1775889899999,211211649.59060,2680,335108.52,202895858.99560,0
1775889900000,605.65,606.62,605.55,606.16,796309.41,1775890799999,482634120.77350,3437,630678.35,382244350.32510,0
1775890800000,606.17,606.62,605.78,606.36,610283.86,1775891699999,369828641.08920,4053,208806.54,126537089.71040,0
1775891700000,606.35,606.63,606.35,606.53,7694.71,1775892599999,4667761.14840,2304,7565.92,4589647.57360,0
1775892600000,606.53,606.63,606.49,606.63,532.52,1775893499999,323005.49860,2362,227.08,137753.50090,0
1775893500000,606.63,606.63,605.96,606.37,535116.54,1775894399999,324402064.68540,2834,92175.79,55866353.52810,0
1775894400000,606.39,606.63,606.12,606.31,696.75,1775895299999,422548.99700,1990,358.23,217312.86510,0
1775895300000,606.31,606.63,605.48,606.63,1460988.36,1775896199999,885330254.15790,3436,595396.81,360771830.43020,0
1775896200000,606.63,607.49,605.72,606.1,1968217.71,1775897099999,1194060138.01090,4403,1354280.76,821647849.53470,0
1775897100000,606.1,606.28,605.96,606.25,168708.24,1775897999999,102276069.57720,2338,124747.07,75624380.51090,0
1775898000000,606.25,606.26,606.02,606.13,1056954.13,1775898899999,640672432.86980,3798,393219.38,238357562.01200,0
1775898900000,606.12,607.51,606.12,607.2,1151992.92,1775899799999,698976482.03110,3623,1150173.47,697872320.16790,0
1775899800000,607.2,607.51,606.5,606.94,1094187.5,1775900699999,664052830.81330,3250,340137.39,206426817.93130,0
1775900700000,606.94,607.31,606.56,606.96,643748.89,1775901599999,390614679.99500,3174,397212.61,241009513.24360,0
1775901600000,606.96,607.1,606.15,606.23,470902.16,1775902499999,285619265.74310,2861,157.61,95635.64530,0
1775902500000,606.23,606.66,605.91,606.64,723845.59,1775903399999,438799551.14000,4582,446497.85,270715638.25140,0
1775903400000,606.64,606.66,606.09,606.09,426078.13,1775904299999,258301372.86530,2545,46.77,28351.01300,0
1775904300000,606.09,606.23,605.84,605.85,709788.59,1775905199999,430232103.35410,3469,504717.91,305934962.69450,0
1775905200000,605.84,606.19,605.57,605.84,717546.22,1775906099999,434794353.63990,3613,378434.42,229317454.53050,0
1775906100000,605.84,605.93,605.12,605.12,275579.32,1775906999999,166859096.03490,2682,156.23,94657.95450,0
1775907000000,605.12,605.31,604.79,605.01,456852.82,1775907899999,276349618.03270,3500,63758.33,38569953.45810,0
1775907900000,605.01,605.72,604.87,605.72,332210.76,1775908799999,201131069.33840,3103,332020.24,201015711.82570,0
1775908800000,605.56,605.85,605.47,605.85,980.41,1775909699999,593788.92110,2058,595.33,360602.22400,0
1775909700000,605.85,606.24,605.57,605.94,1576391.74,1775910599999,955341417.36150,4427,788861.07,478110954.92960,0
1775910600000,605.94,606.64,605.61,606.64,933425.51,1775911499999,565911386.19120,4261,673240.77,408180596.63590,0
1775911500000,606.64,607.25,606.29,606.83,994493.66,1775912399999,603529556.98350,4369,635400.92,385586764.62670,0
1775912400000,606.83,606.84,604.27,604.82,2114908.76,1775913299999,1280430652.88100,4850,573459.16,346688715.61280,0
1775913300000,604.81,606.22,604.36,604.37,958181.52,1775914199999,579581095.85680,3481,399819.76,241839558.22530,0
1775914200000,604.37,605.24,604.27,605.1,687732.23,1775915099999,416043252.40180,3436,687181.42,415710271.84360,0
1775915100000,605.1,605.31,605.01,605.25,226065.8,1775915999999,136829068.36750,2538,225865.51,136707849.44650,0
1775916000000,605.25,605.87,604.98,605.49,894666.73,1775916899999,541747579.90580,3167,728743.91,441260384.06020,0
1775916900000,605.49,605.75,605.42,605.67,650194.61,1775917799999,393765881.14430,3624,526307.31,318740353.10010,0
1775917800000,605.67,605.78,604.82,604.85,1921936.99,1775918699999,1163496974.84620,5955,778432.32,471236315.96370,0
1775918700000,604.85,605.2,604.84,605.0,260.07,1775919599999,157339.87900,2059,113.25,68524.96620,0
1775919600000,605.0,605.28,604.7,605.26,481780.88,1775920499999,291475671.24770,2980,299256.20,181083646.44140,0
1775920500000,605.28,606.37,605.25,606.14,1505204.85,1775921399999,911881930.81080,4842,1202392.09,728441573.13670,0
1775921400000,606.14,606.34,605.78,606.03,268481.32,1775922299999,162714652.51010,3140,80381.87,48733240.34050,0
1775922300000,606.03,606.42,605.78,606.2,583303.42,1775923199999,353538490.89960,3101,283675.27,171958579.34900,0
1775923200000,606.42,607.11,606.03,607.1,737484.58,1775924099999,447427288.34240,2894,737302.90,447317100.95140,0
1775924100000,607.1,607.29,606.67,606.89,235208.2,1775924999999,142756154.95930,2297,514.18,312153.92000,0
1775925000000,606.89,608.33,606.67,608.11,1258988.4,1775925899999,764882965.22420,3742,801088.23,486699141.25550,0
1775925900000,608.11,608.28,607.89,607.91,16481.57,1775926799999,10020749.64030,1675,969.87,589947.64650,0
1775926800000,607.91,608.28,607.47,607.7,1217611.49,1775927699999,739968247.61500,4702,391046.96,237631005.85520,0
1775927700000,607.7,607.71,606.98,607.61,1408084.44,1775928599999,855210109.58310,5284,519070.15,315267127.84680,0
1775928600000,607.61,608.4,607.6,608.4,460959.55,1775929499999,280289340.26320,3496,444440.37,270241035.74670,0
1775929500000,608.4,608.68,608.23,608.26,805495.6,1775930399999,490072689.46600,4354,368548.55,224255578.03080,0
