open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1775828700000,2212.06,2219.83,2212.04,2219.83,192935.162,1775828999999,427423440.69278,1701,188361.337,417292249.35857,0
1775829000000,2219.82,2219.83,2215.71,2218.72,201163.92,1775829299999,446006595.92899,1545,194497.822,431230798.19264,0
1775829300000,2218.41,2223.25,2218.22,2223.11,278730.781,1775829599999,619039751.12355,1579,274639.197,609946260.00021,0
1775829600000,2223.03,2223.36,2221.07,2221.11,125325.233,1775829899999,278472507.47277,1292,50534.028,112319186.58769,0
1775829900000,2221.11,2225.42,2221.07,2223.47,365487.683,1775830199999,812893738.16606,2001,353591.142,786431050.53045,0
1775830200000,2223.47,2225.42,2222.81,2224.97,73148.717,1775830499999,162666857.84320,917,68995.377,153432980.69653,0
1775830500000,2224.97,2239.57,2224.96,2237.62,536018.708,1775830799999,1196666532.88921,2773,530076.033,1183375007.85816,0
1775830800000,2237.56,2239.82,2237.49,2239.82,58169.987,1775831099999,130274654.26948,749,56976.364,127602037.81275,0
1775831100000,2239.49,2247.39,2237.65,2243.32,434812.134,1775831399999,975946400.63385,2677,119094.929,267236792.30484,0
1775831400000,2243.35,2246.4,2243.05,2243.05,22084.056,1775831699999,49540553.37784,839,9494.053,21299548.37752,0
1775831700000,2243.06,2249.0,2243.05,2245.79,434170.459,1775831999999,975568195.24937,1939,188071.512,422481166.73546,0
1775832000000,2245.79,2245.9,2243.01,2243.01,16112.752,1775832299999,36167545.31696,1088,1090.510,2448334.32651,0
1775832300000,2243.01,2244.74,2237.47,2237.59,273498.746,1775832599999,612671912.14892,2041,115372.301,258438439.85126,0
1775832600000,2237.59,2237.84,2236.9,2237.82,166203.443,1775832899999,371861711.12762,994,94927.881,212399246.91910,0
1775832900000,2237.82,2241.24,2237.58,2241.19,132351.004,1775833199999,296515069.06991,1968,127756.203,286227000.92879,0
1775833200000,2241.2,2242.0,2240.17,2240.17,179267.724,1775833499999,401790782.25555,1856,130528.818,292589442.92746,0
1775833500000,2240.17,2243.81,2239.14,2243.81,459172.885,1775833799999,1029379187.09199,2812,362998.214,813989889.03565,0
1775833800000,2243.81,2245.24,2241.48,2244.0,53647.749,1775834099999,120357214.30210,758,40258.654,90342371.27068,0
1775834100000,2244.0,2245.24,2240.49,2243.43,238420.581,1775834399999,534534490.30161,2054,105042.942,235600521.83713,0
1775834400000,2243.43,2245.95,2242.6,2245.95,230356.313,1775834699999,517123938.78787,2115,224324.636,503585824.00142,0
1775834700000,2245.07,2246.63,2239.14,2239.19,338545.773,1775834999999,759438404.35964,1924,116702.155,261987384.62572,0
